A1,A2,A3,A4,stop_id,stop_name,stop_lat,stop_lon,verification_status,stop_remarks,stop_code,old_stop_id,stop_id_stepp,public_visible,location_type,zone_shift,stop_url,parent_station,wheelchair_boarding,entrance_restriction,exit_restriction,slot,signalling,shelter,bench,network_map,schedule,real_time_information,tariff,preservation_state,equipment,observations,region,municipality,municipality_fare_1,municipality_fare_2,zone_id,stop_timezone,level_id,platform_code
0,0,0,1,130106,ALGERUZ (KARTODROMO INTERN PALMELA),38.578400,-8.832740,,,130106,,32688,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130107,ALGERUZ (M542 POSTO COMBUSTIVEL),38.581400,-8.831100,,,130107,,32687,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130108,ALGERUZ (M542 POSTO COMBUSTIVEL),38.581400,-8.831060,,,130108,,32687,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130109,ALGERUZ (R PRINCIPAL) FÁBRICA MARCÔA,38.590400,-8.838370,,,130109,,32686,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130111,ALGERUZ (ESTR LAGAMEÇAS X R 5 OUTUBRO),38.590900,-8.847210,,,130111,,32684,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130112,ALGERUZ (ESTR LAGAMEÇAS X R 5 OUTUBRO),38.590800,-8.847180,,,130112,,32684,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130113,PALMELA (ESTR LAGAMEÇAS CCI6805),38.588200,-8.855100,,,130113,,32685,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130114,PALMELA (ESTR LAGAMEÇAS CCI6805),38.588200,-8.855090,,,130114,,32685,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130115,SÃO GONÇALO (EN 379 2),38.549000,-8.982270,,,130115,,26304,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130116,SÃO GONÇALO (EN 379 2),38.549000,-8.982230,,,130116,,26304,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130117,CABANAS (AV VISC TOJAL 75),38.552700,-8.975990,,,130117,,32271,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130118,CABANAS (AV VISC TOJAL 75),38.552700,-8.975950,,,130118,,32271,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130119,CABANAS (AV VISCONDE TOJAL 127),38.554900,-8.972320,,,130119,,32272,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130120,CABANAS (AV VISCONDE TOJAL 127),38.554900,-8.972280,,,130120,,32272,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130121,CABANAS (AV VISCONDE TOJAL 278),38.556500,-8.967500,,,130121,,32273,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130122,CABANAS (AV VISCONDE TOJAL 278),38.556500,-8.967480,,,130122,,32273,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130123,CABANAS (ESC PRIMÁRIA),38.557200,-8.964860,,,130123,,32274,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130124,CABANAS (ESC PRIMÁRIA),38.557100,-8.964840,,,130124,,32274,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130125,CABANAS (AV VISCONDE TOJAL) URB NOVA,38.559200,-8.959070,,,130125,,32275,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130126,CABANAS (AV VISCONDE TOJAL) URB NOVA,38.559100,-8.959040,,,130126,,32275,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
